ID cluster length robot_feedback previous_score current_result current_score engagement action
user_59/session_1 2 7 0 0 -1 -3 0.321674350333 3
user_59/session_1 2 9 0 -3 -1 -4 0.397728161875 4
user_59/session_1 2 9 1 -4 -1 -4 0.270796722152 1
user_59/session_1 2 5 0 -4 1 2 0.286848002064 1
user_59/session_1 2 5 0 2 1 2 0.26412753558 0
user_59/session_1 2 3 0 2 1 1 0.199063304364 5
user_59/session_1 2 3 2 1 1 1 0.117097930572 2
user_59/session_1 2 7 0 1 1 3 0.209701797628 1
user_59/session_1 2 5 0 3 1 2 0.207067735778 0
user_59/session_1 2 3 0 2 1 1 0.203871274147 4
user_59/session_1 2 3 1 1 1 1 0.106035074582 1
user_59/session_1 2 5 0 1 1 2 0.120358038407 5
user_59/session_1 2 5 2 2 1 2 0.141081768251 2
user_59/session_1 2 7 0 2 -1 -3 0.241667217458 3
user_59/session_1 2 9 0 -3 1 4 0.282741992057 4
user_59/session_1 2 9 1 4 -1 -4 0.396560164409 3
user_59/session_1 2 9 0 -4 1 4 0.36321395827 2
user_59/session_1 2 7 0 4 1 3 0.499471266269 2
user_59/session_1 2 7 0 3 1 3 0.403001890998 1
user_59/session_1 2 5 0 3 1 2 0.244901477808 5
user_59/session_1 2 5 2 2 1 2 0.172750068888 2
user_59/session_1 2 7 0 2 -1 -3 0.204775558272 0
user_59/session_1 2 3 0 -3 1 1 0.354992832692 4
user_59/session_1 2 3 1 1 1 1 0.297600968459 1
user_59/session_1 2 5 0 1 1 2 0.184558715138 -1
user_34/session_1 0 7 0 0 1 3 0.556462335292 3
user_34/session_1 0 9 0 3 -1 -4 0.275709286793 4
user_34/session_1 0 9 1 -4 -1 -4 0.166430425536 1
user_34/session_1 0 5 0 -4 1 2 0.383121551743 1
user_34/session_1 0 5 0 2 1 2 0.268013080267 0
user_34/session_1 0 3 0 2 1 1 0.168487580736 5
user_34/session_1 0 3 2 1 1 1 0.24535398852 2
user_34/session_1 0 7 0 1 1 3 0.413577226905 1
user_34/session_1 0 5 0 3 1 2 0.226352769207 0
user_34/session_1 0 3 0 2 1 1 0.280274662424 4
user_34/session_1 0 3 1 1 1 1 0.419005929066 1
user_34/session_1 0 5 0 1 1 2 0.21842100228 5
user_34/session_1 0 5 2 2 1 2 0.298696774418 2
user_34/session_1 0 7 0 2 1 3 0.22542889588 3
user_34/session_1 0 9 0 3 -1 -4 0.260480849673 4
user_34/session_1 0 9 1 -4 -1 -4 0.442531019795 3
user_34/session_1 0 9 0 -4 -1 -4 0.332765369153 2
user_34/session_1 0 7 0 -4 1 3 0.156868031935 2
user_34/session_1 0 7 0 3 1 3 0.275766052269 1
user_34/session_1 0 5 0 3 1 2 0.457986991605 5
user_34/session_1 0 5 2 2 1 2 0.477840930334 2
user_34/session_1 0 7 0 2 -1 -3 0.346784913056 0
user_34/session_1 0 3 0 -3 1 1 0.41387621027 4
user_34/session_1 0 3 1 1 1 1 0.419014671407 1
user_34/session_1 0 5 0 1 1 2 0.326768344755 -1
user_57/session_1 0 5 0 0 1 2 0.588111083683 2
user_57/session_1 0 7 0 2 1 3 0.421660155241 4
user_57/session_1 0 7 1 3 1 3 0.332239132245 3
user_57/session_1 0 9 0 3 -1 -4 0.529717600189 2
user_57/session_1 0 7 0 -4 1 3 0.262064867639 1
user_57/session_1 0 5 0 3 1 2 0.282549478248 0
user_57/session_1 0 3 0 2 1 1 0.574423914434 2
user_57/session_1 0 7 0 1 -1 -3 0.290533245723 3
user_57/session_1 0 9 0 -3 -1 -4 0.153374956539 5
user_57/session_1 0 9 2 -4 -1 -4 0.306705490499 3
user_57/session_1 0 9 0 -4 -1 -4 0.266445122916 4
user_57/session_1 0 9 1 -4 -1 -4 0.41797210246 1
user_57/session_1 0 5 0 -4 -1 -2 0.531775847472 1
user_57/session_1 0 5 0 -2 1 2 0.529616108052 0
user_57/session_1 0 3 0 2 1 1 0.385152167304 5
user_57/session_1 0 3 2 1 1 1 0.37286437318 2
user_57/session_1 0 7 0 1 1 3 0.494898136598 3
user_57/session_1 0 9 0 3 1 4 0.377117496746 2
user_57/session_1 0 7 0 4 1 3 0.250602371166 1
user_57/session_1 0 5 0 3 1 2 0.383736294232 4
user_57/session_1 0 5 1 2 1 2 0.382148523183 0
user_57/session_1 0 3 0 2 1 1 0.37602467918 4
user_57/session_1 0 3 1 1 1 1 0.227158295019 3
user_57/session_1 0 9 0 1 -1 -4 0.247807134441 2
user_57/session_1 0 7 0 -4 1 3 0.336719865013 -1
user_26/session_1 0 3 0 0 1 1 0.49732614486 1
user_26/session_1 0 5 0 1 1 2 0.268058468669 2
user_26/session_1 0 7 0 2 1 3 0.136590283771 4
user_26/session_1 0 7 1 3 1 3 0.0570298200918 2
user_26/session_1 0 7 0 3 -1 -3 0.0393963733291 3
user_26/session_1 0 9 0 -3 -1 -4 0.212798699931 5
user_26/session_1 0 9 2 -4 -1 -4 0.22136779391 1
user_26/session_1 0 5 0 -4 1 2 0.0347532227829 4
user_26/session_1 0 5 1 2 1 2 0.254276272277 0
user_26/session_1 0 3 0 2 1 1 0.019895240624 0
user_26/session_1 0 3 0 1 1 1 0.272875707323 2
user_26/session_1 0 7 0 1 1 3 0.492109714484 4
user_26/session_1 0 7 1 3 1 3 0.0905289776897 3
user_26/session_1 0 9 0 3 -1 -4 0.297038669153 5
user_26/session_1 0 9 2 -4 1 4 0.26580117084 2
user_26/session_1 0 7 0 4 1 3 0.0887493726886 1
user_26/session_1 0 5 0 3 1 2 0.269455039432 4
user_26/session_1 0 5 1 2 1 2 0.231529788816 0
user_26/session_1 0 3 0 2 1 1 0.522243606431 1
user_26/session_1 0 5 0 1 1 2 0.408738113743 3
user_26/session_1 0 9 0 2 -1 -4 0.208333551115 5
user_26/session_1 0 9 2 -4 -1 -4 0.296701482685 4
user_26/session_1 0 9 1 -4 -1 -4 0.0697346116951 1
user_26/session_1 0 5 0 -4 1 2 0.13773318664 0
user_26/session_1 0 3 0 2 1 1 0.280860277304 -1
user_5/session_2 0 3 0 0 1 1 0.661195450463 1
user_5/session_2 0 5 0 1 1 2 0.141360678161 2
user_5/session_2 0 7 0 2 -1 -3 0.277270866149 5
user_5/session_2 0 7 2 -3 1 3 0.283182869273 1
user_5/session_2 0 5 0 3 1 2 0.256931878697 0
user_5/session_2 0 3 0 2 1 1 0.18210457824 4
user_5/session_2 0 3 1 1 1 1 0.496192273782 2
user_5/session_2 0 7 0 1 1 3 0.34364604785 3
user_5/session_2 0 9 0 3 1 4 0.342356485496 5
user_5/session_2 0 9 2 4 -1 -4 0.432037498429 3
user_5/session_2 0 9 0 -4 -1 -4 0.431223683629 1
user_5/session_2 0 5 0 -4 1 2 0.274147927372 5
user_5/session_2 0 5 2 2 -1 -2 0.220609217785 0
user_5/session_2 0 3 0 -2 1 1 0.478656560824 4
user_5/session_2 0 3 1 1 1 1 0.395021892706 2
user_5/session_2 0 7 0 1 1 3 0.475071191625 5
user_5/session_2 0 7 2 3 1 3 0.426417152669 2
user_5/session_2 0 7 0 3 1 3 0.287604130608 3
user_5/session_2 0 9 0 3 -1 -4 0.248647181853 2
user_5/session_2 0 7 0 -4 1 3 0.464800868193 1
user_5/session_2 0 5 0 3 1 2 0.323202959424 4
user_5/session_2 0 5 1 2 -1 -2 0.374985088659 3
user_5/session_2 0 9 0 -2 -1 -4 0.364261692231 2
user_5/session_2 0 7 0 -4 -1 -3 0.598909790087 3
user_5/session_2 0 9 0 -3 -1 -4 0.477963668544 -1
user_8/session_1 2 3 0 0 1 1 0.122219916005 1
user_8/session_1 2 5 0 1 1 2 0.355114684038 4
user_8/session_1 2 5 1 2 1 2 0.503747944433 2
user_8/session_1 2 7 0 2 1 3 0.244915809858 3
user_8/session_1 2 9 0 3 1 4 0.208873807247 4
user_8/session_1 2 9 1 4 1 4 0.226531780829 1
user_8/session_1 2 5 0 4 1 2 0.402336359934 0
user_8/session_1 2 3 0 2 1 1 0.348924976976 4
user_8/session_1 2 3 1 1 1 1 0.665816536087 2
user_8/session_1 2 7 0 1 -1 -3 0.174892107155 0
user_8/session_1 2 3 0 -3 1 1 0.727850501567 5
user_8/session_1 2 3 2 1 1 1 0.461099652462 1
user_8/session_1 2 5 0 1 1 2 0.311174944349 2
user_8/session_1 2 7 0 2 -1 -3 0.208448097279 3
user_8/session_1 2 9 0 -3 1 4 0.168477302762 4
user_8/session_1 2 9 1 4 1 4 0.168120573863 2
user_8/session_1 2 7 0 4 1 3 0.237395903749 0
user_8/session_1 2 3 0 3 1 1 0.292614715013 5
user_8/session_1 2 3 2 1 1 1 0.0892247130045 1
user_8/session_1 2 5 0 1 1 2 0.390047025926 0
user_8/session_1 2 3 0 2 1 1 0.296176640308 2
user_8/session_1 2 7 0 1 1 3 0.429089793902 5
user_8/session_1 2 7 2 3 -1 -3 0.30791532185 2
user_8/session_1 2 7 0 -3 1 3 0.375802334291 1
user_8/session_1 2 5 0 3 1 2 0.377633845078 -1
user_42/session_1 1 7 0 0 1 3 0.47318001738 2
user_42/session_1 1 7 0 3 -1 -3 0.307867626521 5
user_42/session_1 1 7 2 -3 1 3 0.503269305979 3
user_42/session_1 1 9 0 3 -1 -4 0.458842245199 1
user_42/session_1 1 5 0 -4 1 2 0.527728604118 4
user_42/session_1 1 5 1 2 1 2 0.515462248801 1
user_42/session_1 1 5 0 2 1 2 0.463992112225 0
user_42/session_1 1 3 0 2 1 1 0.250746048208 5
user_42/session_1 1 3 2 1 1 1 0.234750824986 3
user_42/session_1 1 9 0 1 -1 -4 0.273540382477 4
user_42/session_1 1 9 1 -4 -1 -4 0.270047276572 2
user_42/session_1 1 7 0 -4 1 3 0.275788219132 1
user_42/session_1 1 5 0 3 1 2 0.253384238457 0
user_42/session_1 1 3 0 2 1 1 0.230258571203 4
user_42/session_1 1 3 1 1 1 1 0.286585827921 1
user_42/session_1 1 5 0 1 -1 -2 0.168851827443 1
user_42/session_1 1 5 0 -2 1 2 0.192211058276 3
user_42/session_1 1 9 0 2 -1 -4 0.290200810114 5
user_42/session_1 1 9 2 -4 -1 -4 0.185366579346 3
user_42/session_1 1 9 0 -4 -1 -4 0.22262031596 1
user_42/session_1 1 5 0 -4 1 2 0.171880099591 0
user_42/session_1 1 3 0 2 1 1 0.0452266966978 2
user_42/session_1 1 7 0 1 1 3 0.170541361606 2
user_42/session_1 1 7 0 3 -1 -3 0.225470313999 4
user_42/session_1 1 7 1 -3 -1 -3 0.211475481412 -1
user_47/session_1 1 5 0 0 -1 -2 0.475666357369 2
user_47/session_1 1 7 0 -2 -1 -3 0.334018307325 4
user_47/session_1 1 7 1 -3 1 3 0.468426433575 3
user_47/session_1 1 9 0 3 -1 -4 0.279551655788 2
user_47/session_1 1 7 0 -4 -1 -3 0.304796958206 1
user_47/session_1 1 5 0 -3 1 2 0.239429207704 0
user_47/session_1 1 3 0 2 1 1 0.288283627912 2
user_47/session_1 1 7 0 1 -1 -3 0.396126163024 3
user_47/session_1 1 9 0 -3 -1 -4 0.25055395738 5
user_47/session_1 1 9 2 -4 -1 -4 0.27419006175 3
user_47/session_1 1 9 0 -4 -1 -4 0.356426693189 4
user_47/session_1 1 9 1 -4 -1 -4 0.278191475528 1
user_47/session_1 1 5 0 -4 -1 -2 0.4774198271 1
user_47/session_1 1 5 0 -2 -1 -2 0.253360539599 0
user_47/session_1 1 3 0 -2 1 1 0.54814497212 5
user_47/session_1 1 3 2 1 1 1 0.304848436485 2
user_47/session_1 1 7 0 1 -1 -3 0.517147181558 3
user_47/session_1 1 9 0 -3 -1 -4 0.571494508376 2
user_47/session_1 1 7 0 -4 -1 -3 0.466985421977 1
user_47/session_1 1 5 0 -3 1 2 0.268666178808 4
user_47/session_1 1 5 1 2 1 2 0.21626541529 0
user_47/session_1 1 3 0 2 1 1 0.522887294124 4
user_47/session_1 1 3 1 1 1 1 0.392509629093 3
user_47/session_1 1 9 0 1 -1 -4 0.26185257682 2
user_47/session_1 1 7 0 -4 -1 -3 0.376295006578 -1
user_18/session_1 0 3 0 0 1 1 0.42527825604 1
user_18/session_1 0 5 0 1 1 2 0.564572399428 2
user_18/session_1 0 7 0 2 1 3 0.390307909991 3
user_18/session_1 0 9 0 3 -1 -4 0.411279834125 4
user_18/session_1 0 9 1 -4 -1 -4 0.215427685419 2
user_18/session_1 0 7 0 -4 -1 -3 0.509346352626 0
user_18/session_1 0 3 0 -3 1 1 0.279835814843 5
user_18/session_1 0 3 2 1 1 1 0.230414142084 1
user_18/session_1 0 5 0 1 -1 -2 0.346298486956 4
user_18/session_1 0 5 1 -2 1 2 0.0899445207684 1
user_18/session_1 0 5 0 2 1 2 0.317660455629 0
user_18/session_1 0 3 0 2 1 1 0.619055363276 5
user_18/session_1 0 3 2 1 1 1 0.166858782425 2
user_18/session_1 0 7 0 1 1 3 0.324892143288 3
user_18/session_1 0 9 0 3 1 4 0.57573668409 5
user_18/session_1 0 9 2 4 -1 -4 0.113021610063 1
user_18/session_1 0 5 0 -4 1 2 0.47175175127 2
user_18/session_1 0 7 0 2 1 3 0.422442457249 3
user_18/session_1 0 9 0 3 -1 -4 0.422992321061 4
user_18/session_1 0 9 1 -4 -1 -4 0.350419920725 2
user_18/session_1 0 7 0 -4 -1 -3 0.415504420127 1
user_18/session_1 0 5 0 -3 1 2 0.358547782829 5
user_18/session_1 0 5 2 2 1 2 0.342479778797 1
user_18/session_1 0 5 0 2 1 2 0.388188249406 2
user_18/session_1 0 7 0 2 1 3 0.608381820327 -1
user_66/session_1 2 3 0 0 1 1 0.266401692966 1
user_66/session_1 2 5 0 1 1 2 0.471233234699 2
user_66/session_1 2 7 0 2 -1 -3 0.236911883729 5
user_66/session_1 2 7 2 -3 -1 -3 0.2949769713 1
user_66/session_1 2 5 0 -3 1 2 0.226252823464 0
user_66/session_1 2 3 0 2 1 1 0.401899763517 4
user_66/session_1 2 3 1 1 1 1 0.236837703659 2
user_66/session_1 2 7 0 1 -1 -3 0.485332343819 3
user_66/session_1 2 9 0 -3 -1 -4 0.275134245812 5
user_66/session_1 2 9 2 -4 1 4 0.404922262261 3
user_66/session_1 2 9 0 4 -1 -4 0.372149585045 1
user_66/session_1 2 5 0 -4 1 2 0.163593271938 5
user_66/session_1 2 5 2 2 1 2 0.429590666056 0
user_66/session_1 2 3 0 2 1 1 0.221288906122 4
user_66/session_1 2 3 1 1 1 1 0.371605189764 2
user_66/session_1 2 7 0 1 1 3 0.324762939018 5
user_66/session_1 2 7 2 3 1 3 0.1929164354 2
user_66/session_1 2 7 0 3 1 3 0.208430099236 3
user_66/session_1 2 9 0 3 1 4 0.190073904291 2
user_66/session_1 2 7 0 4 1 3 0.209796701454 1
user_66/session_1 2 5 0 3 1 2 0.238679919891 4
user_66/session_1 2 5 1 2 1 2 0.291065408499 3
user_66/session_1 2 9 0 2 -1 -4 0.140093196156 2
user_66/session_1 2 7 0 -4 1 3 0.22623910466 3
user_66/session_1 2 9 0 3 -1 -4 0.302725198864 -1
user_63/session_1 2 7 0 0 1 3 0.524442068308 3
user_63/session_1 2 9 0 3 1 4 0.360710428617 4
user_63/session_1 2 9 1 4 -1 -4 0.524239044982 1
user_63/session_1 2 5 0 -4 1 2 0.419197511596 1
user_63/session_1 2 5 0 2 1 2 0.635392136402 0
user_63/session_1 2 3 0 2 1 1 0.586139682543 5
user_63/session_1 2 3 2 1 1 1 0.453662144367 2
user_63/session_1 2 7 0 1 -1 -3 0.399313770816 1
user_63/session_1 2 5 0 -3 1 2 0.241822228703 0
user_63/session_1 2 3 0 2 1 1 0.514581507052 4
user_63/session_1 2 3 1 1 1 1 0.386160943189 1
user_63/session_1 2 5 0 1 1 2 0.255582959441 5
user_63/session_1 2 5 2 2 1 2 0.42691198526 2
user_63/session_1 2 7 0 2 1 3 0.307493357541 3
user_63/session_1 2 9 0 3 1 4 0.372947447385 4
user_63/session_1 2 9 1 4 -1 -4 0.44967408079 3
user_63/session_1 2 9 0 -4 1 4 0.27612386478 2
user_63/session_1 2 7 0 4 -1 -3 0.385027814818 2
user_63/session_1 2 7 0 -3 -1 -3 0.325614669137 1
user_63/session_1 2 5 0 -3 1 2 0.0814740497029 5
user_63/session_1 2 5 2 2 1 2 0.412820688819 2
user_63/session_1 2 7 0 2 1 3 0.402819188536 0
user_63/session_1 2 3 0 3 1 1 0.120917471426 4
user_63/session_1 2 3 1 1 1 1 0.206443943388 1
user_63/session_1 2 5 0 1 1 2 0.192737780471 -1
user_6/session_1 2 7 0 0 -1 -3 0.441351961089 3
user_6/session_1 2 9 0 -3 1 4 0.566324319802 4
user_6/session_1 2 9 1 4 1 4 0.408998822642 1
user_6/session_1 2 5 0 4 -1 -2 0.318613664824 1
user_6/session_1 2 5 0 -2 1 2 0.31761297402 0
user_6/session_1 2 3 0 2 1 1 0.342034016264 5
user_6/session_1 2 3 2 1 1 1 0.285613543883 2
user_6/session_1 2 7 0 1 1 3 0.352073770977 1
user_6/session_1 2 5 0 3 1 2 0.331472261168 0
user_6/session_1 2 3 0 2 1 1 0.196666151264 4
user_6/session_1 2 3 1 1 1 1 0.289928773433 1
user_6/session_1 2 5 0 1 1 2 0.293231491426 5
user_6/session_1 2 5 2 2 1 2 0.221772770912 2
user_6/session_1 2 7 0 2 1 3 0.510977224695 3
user_6/session_1 2 9 0 3 -1 -4 0.199364621739 4
user_6/session_1 2 9 1 -4 -1 -4 0.348999717605 3
user_6/session_1 2 9 0 -4 -1 -4 0.661865179215 2
user_6/session_1 2 7 0 -4 -1 -3 0.207796640165 2
user_6/session_1 2 7 0 -3 -1 -3 0.253636924253 1
user_6/session_1 2 5 0 -3 1 2 0.321389760571 5
user_6/session_1 2 5 2 2 1 2 0.259684555053 2
user_6/session_1 2 7 0 2 1 3 0.298720343041 0
user_6/session_1 2 3 0 3 1 1 0.138430269288 4
user_6/session_1 2 3 1 1 1 1 0.326847588055 1
user_6/session_1 2 5 0 1 1 2 0.691945499615 -1
user_16/session_1 1 3 0 0 1 1 0.145885679934 1
user_16/session_1 1 5 0 1 -1 -2 0.0840161999567 2
user_16/session_1 1 7 0 -2 -1 -3 0.131373518197 4
user_16/session_1 1 7 1 -3 -1 -3 0.103339426256 2
user_16/session_1 1 7 0 -3 -1 -3 0.437784038245 3
user_16/session_1 1 9 0 -3 -1 -4 0.199312201901 5
user_16/session_1 1 9 2 -4 -1 -4 0.248360442691 1
user_16/session_1 1 5 0 -4 1 2 0.140279765697 4
user_16/session_1 1 5 1 2 1 2 0.116132499362 0
user_16/session_1 1 3 0 2 1 1 0.0357064280065 0
user_16/session_1 1 3 0 1 1 1 0.0594136478423 2
user_16/session_1 1 7 0 1 -1 -3 0.0578586571846 4
user_16/session_1 1 7 1 -3 -1 -3 0.0944759876831 3
user_16/session_1 1 9 0 -3 -1 -4 0.111394304708 5
user_16/session_1 1 9 2 -4 -1 -4 0.209735297134 2
user_16/session_1 1 7 0 -4 -1 -3 0.109882159456 1
user_16/session_1 1 5 0 -3 1 2 0.134184577386 4
user_16/session_1 1 5 1 2 1 2 0.134744810119 0
user_16/session_1 1 3 0 2 1 1 0.12361799397 1
user_16/session_1 1 5 0 1 -1 -2 0.0802877761551 3
user_16/session_1 1 9 0 -2 -1 -4 0.106871985433 5
user_16/session_1 1 9 2 -4 -1 -4 0.131861627446 4
user_16/session_1 1 9 1 -4 -1 -4 0.166518860934 1
user_16/session_1 1 5 0 -4 1 2 0.125062233495 0
user_16/session_1 1 3 0 2 1 1 0.0560010554049 -1
user_24/session_1 2 5 0 0 1 2 0.308319027772 0
user_24/session_1 2 3 0 2 1 1 0.491799148073 1
user_24/session_1 2 5 0 1 1 2 0.29329869185 5
user_24/session_1 2 5 2 2 1 2 0.291108156407 2
user_24/session_1 2 7 0 2 1 3 0.410529403378 3
user_24/session_1 2 9 0 3 -1 -4 0.751112725172 2
user_24/session_1 2 7 0 -4 1 3 0.3021014706 5
user_24/session_1 2 7 2 3 -1 -3 0.522443235507 1
user_24/session_1 2 5 0 -3 1 2 0.237054426964 0
user_24/session_1 2 3 0 2 1 1 0.279093348767 4
user_24/session_1 2 3 1 1 1 1 0.348224635179 1
user_24/session_1 2 5 0 1 1 2 0.489964383573 5
user_24/session_1 2 5 2 2 1 2 0.237253262533 2
user_24/session_1 2 7 0 2 1 3 0.475183595237 1
user_24/session_1 2 5 0 3 1 2 0.450501093752 0
user_24/session_1 2 3 0 2 1 1 0.417518091306 5
user_24/session_1 2 3 2 1 1 1 0.582760165868 2
user_24/session_1 2 7 0 1 1 3 0.268990491975 3
user_24/session_1 2 9 0 3 -1 -4 0.389029490748 4
user_24/session_1 2 9 1 -4 1 4 0.424198145317 2
user_24/session_1 2 7 0 4 -1 -3 0.678565692799 3
user_24/session_1 2 9 0 -3 1 4 0.286938113794 2
user_24/session_1 2 7 0 4 1 3 0.416879183086 4
user_24/session_1 2 7 1 3 1 3 0.192467835817 1
user_24/session_1 2 5 0 3 1 2 0.656289786333 -1
user_52/session_1 1 7 0 0 1 3 0.280074692897 3
user_52/session_1 1 9 0 3 -1 -4 0.112626034547 5
user_52/session_1 1 9 2 -4 -1 -4 0.108607266665 3
user_52/session_1 1 9 0 -4 -1 -4 0.14073426503 1
user_52/session_1 1 5 0 -4 -1 -2 0.352560122568 0
user_52/session_1 1 3 0 -2 1 1 0.242096769863 4
user_52/session_1 1 3 1 1 1 1 0.489000652134 1
user_52/session_1 1 5 0 1 1 2 0.36972588051 0
user_52/session_1 1 3 0 2 1 1 0.227961974682 4
user_52/session_1 1 3 1 1 1 1 0.362242464911 1
user_52/session_1 1 5 0 1 1 2 0.381114440498 2
user_52/session_1 1 7 0 2 -1 -3 0.284491245543 2
user_52/session_1 1 7 0 -3 1 3 0.327878793568 5
user_52/session_1 1 7 2 3 1 3 0.22648612127 1
user_52/session_1 1 5 0 3 1 2 0.210407269043 2
user_52/session_1 1 7 0 2 -1 -3 0.338715276735 4
user_52/session_1 1 7 1 -3 1 3 0.291748183204 3
user_52/session_1 1 9 0 3 -1 -4 0.25885258491 2
user_52/session_1 1 7 0 -4 1 3 0.214996279897 5
user_52/session_1 1 7 2 3 -1 -3 0.283006373467 2
user_52/session_1 1 7 0 -3 -1 -3 0.286477892853 1
user_52/session_1 1 5 0 -3 1 2 0.287583472839 0
user_52/session_1 1 3 0 2 1 1 0.229267636327 4
user_52/session_1 1 3 1 1 1 1 0.303810180892 2
user_52/session_1 1 7 0 1 -1 -3 0.31439559839 -1
user_15/session_1 0 5 0 0 1 2 0.486164807729 0
user_15/session_1 0 3 0 2 1 1 0.138486388587 1
user_15/session_1 0 5 0 1 1 2 0.32359119079 5
user_15/session_1 0 5 2 2 1 2 0.285727840109 2
user_15/session_1 0 7 0 2 1 3 0.216443355397 3
user_15/session_1 0 9 0 3 -1 -4 0.459174513172 2
user_15/session_1 0 7 0 -4 1 3 0.666584114413 5
user_15/session_1 0 7 2 3 -1 -3 0.477121710997 1
user_15/session_1 0 5 0 -3 1 2 0.263410584584 0
user_15/session_1 0 3 0 2 1 1 0.355364077164 4
user_15/session_1 0 3 1 1 1 1 0.571155576136 1
user_15/session_1 0 5 0 1 1 2 0.417626601051 5
user_15/session_1 0 5 2 2 1 2 0.335303736112 2
user_15/session_1 0 7 0 2 1 3 0.369166525642 1
