ID length robot_feedback previous_score current_result current_score engagement action
user_59/session_1 3 0 -3 1 1 0.235224061661 4
user_59/session_1 3 1 1 1 1 0.209121333317 1
user_59/session_1 5 0 1 1 2 0.157707927091 -1
user_34/session_1 7 0 0 1 3 0.3384928484 3
user_34/session_1 9 0 3 -1 -4 0.191648192758 4
user_34/session_1 9 1 -4 -1 -4 0.134491140196 1
user_34/session_1 5 0 -4 1 2 0.247828943573 1
user_34/session_1 5 0 2 1 2 0.187622780379 0
user_34/session_1 3 0 2 1 1 0.135567111583 5
user_34/session_1 3 2 1 1 1 0.175771202836 2
user_34/session_1 7 0 1 1 3 0.263758434474 1
user_34/session_1 5 0 3 1 2 0.165832833433 0
user_34/session_1 3 0 2 1 1 0.194036060017 4
user_34/session_1 3 1 1 1 1 0.266597854754 1
user_34/session_1 5 0 1 1 2 0.161684213893 5
user_34/session_1 5 2 2 1 2 0.203671533991 2
user_34/session_1 7 0 2 1 3 0.165349612107 3
user_34/session_1 9 0 3 -1 -4 0.183683133726 4
user_34/session_1 9 1 -4 -1 -4 0.278902383112 3
user_34/session_1 9 0 -4 -1 -4 0.221490720956 2
user_34/session_1 7 0 -4 1 3 0.129489640113 2
user_34/session_1 7 0 3 1 3 0.191677883288 1
user_34/session_1 5 0 3 1 2 0.286986451549 5
user_34/session_1 5 2 2 1 2 0.297370826043 2
user_34/session_1 7 0 2 -1 -3 0.228823482283 0
user_34/session_1 3 0 -3 1 1 0.263914814287 4
user_34/session_1 3 1 1 1 1 0.266602427334 1
user_34/session_1 5 0 1 1 2 0.218354046261 -1
user_57/session_1 5 0 0 1 2 0.473966738045 2
user_57/session_1 7 0 2 1 3 0.370721330813 4
user_57/session_1 7 1 3 1 3 0.315255674835 3
user_57/session_1 9 0 3 -1 -4 0.437746699866 2
user_57/session_1 7 0 -4 1 3 0.271728308576 1
user_57/session_1 5 0 3 1 2 0.284434407509 0
user_57/session_1 3 0 2 1 1 0.465476924403 2
user_57/session_1 7 0 1 -1 -3 0.289386541642 3
user_57/session_1 9 0 -3 -1 -4 0.204310636361 5
user_57/session_1 9 2 -4 -1 -4 0.299417786366 3
user_57/session_1 9 0 -4 -1 -4 0.274445272933 4
user_57/session_1 9 1 -4 -1 -4 0.368433722598 1
user_57/session_1 5 0 -4 -1 -2 0.439023379912 1
user_57/session_1 5 0 -2 1 2 0.437683746796 0
user_57/session_1 3 0 2 1 1 0.348076325964 5
user_57/session_1 3 2 1 1 1 0.340454510212 2
user_57/session_1 7 0 1 1 3 0.416149045039 3
user_57/session_1 9 0 3 1 4 0.343092617903 2
user_57/session_1 7 0 4 1 3 0.26461840461 1
user_57/session_1 5 0 3 1 2 0.347198094804 4
user_57/session_1 5 1 2 1 2 0.346213239567 0
user_57/session_1 3 0 2 1 1 0.342414770109 4
user_57/session_1 3 1 1 1 1 0.250076622166 3
user_57/session_1 9 0 1 -1 -4 0.262884588183 2
user_57/session_1 7 0 -4 1 3 0.318034962902 -1
user_26/session_1 3 0 0 1 1 0.442824362856 1
user_26/session_1 5 0 1 1 2 0.294529618322 2
user_26/session_1 7 0 2 1 3 0.209493466616 4
user_26/session_1 7 1 3 1 3 0.158032227804 2
user_26/session_1 7 0 3 -1 -3 0.146626575134 3
user_26/session_1 9 0 -3 -1 -4 0.258786536592 5
user_26/session_1 9 2 -4 -1 -4 0.264329191464 1
user_26/session_1 5 0 -4 1 2 0.143623296018 4
user_26/session_1 5 1 2 1 2 0.285615028498 0
user_26/session_1 3 0 2 1 1 0.134012867259 0
user_26/session_1 3 0 1 1 1 0.297645500977 2
user_26/session_1 7 0 1 1 3 0.439450275315 4
user_26/session_1 7 1 3 1 3 0.17970012753 3
user_26/session_1 9 0 3 -1 -4 0.313274569632 5
user_26/session_1 9 2 -4 1 4 0.293069554651 2
user_26/session_1 7 0 4 1 3 0.178549044772 1
user_26/session_1 5 0 3 1 2 0.295432947164 4
user_26/session_1 5 1 2 1 2 0.270902165307 0
user_26/session_1 3 0 2 1 1 0.458941456463 1
user_26/session_1 5 0 1 1 2 0.385523919717 3
user_26/session_1 9 0 2 -1 -4 0.25589839242 5
user_26/session_1 9 2 -4 -1 -4 0.313056470937 4
user_26/session_1 9 1 -4 -1 -4 0.166249931479 1
user_26/session_1 5 0 -4 1 2 0.210232718184 0
user_26/session_1 3 0 2 1 1 0.30281007448 -1
user_5/session_2 3 0 0 1 1 0.412101135303 1
user_5/session_2 5 0 1 1 2 0.16004687563 2
user_5/session_2 7 0 2 -1 -3 0.225946164482 5
user_5/session_2 7 2 -3 1 3 0.228812739883 1
user_5/session_2 5 0 3 1 2 0.216084322416 0
user_5/session_2 3 0 2 1 1 0.179802525151 4
user_5/session_2 3 1 1 1 1 0.332095418567 2
user_5/session_2 7 0 1 1 3 0.258129750836 3
user_5/session_2 9 0 3 1 4 0.257504475842 5
user_5/session_2 9 2 4 -1 -4 0.300988449069 3
user_5/session_2 9 0 -4 -1 -4 0.300593851598 1
user_5/session_2 5 0 -4 1 2 0.2244319333 5
user_5/session_2 5 2 2 -1 -2 0.198472415916 0
user_5/session_2 3 0 -2 1 1 0.323592810849 4
user_5/session_2 3 1 1 1 1 0.283040551788 2
user_5/session_2 7 0 1 1 3 0.321854359273 5
user_5/session_2 7 2 3 1 3 0.298263290682 2
user_5/session_2 7 0 3 1 3 0.230956493652 3
user_5/session_2 9 0 3 -1 -4 0.212067290004 2
user_5/session_2 7 0 -4 1 3 0.316874548558 1
user_5/session_2 5 0 3 1 2 0.248217432936 4
user_5/session_2 5 1 2 -1 -2 0.273325230537 3
user_5/session_2 9 0 -2 -1 -4 0.268125736598 2
user_5/session_2 7 0 -4 -1 -3 0.38190045068 3
user_5/session_2 9 0 -3 -1 -4 0.323256845538 -1
user_8/session_1 3 0 0 1 1 0.374784555288 1
user_8/session_1 5 0 1 1 2 0.710844184637 4
user_8/session_1 5 1 2 1 2 0.925317179541 2
user_8/session_1 7 0 2 1 3 0.551830767871 3
user_8/session_1 9 0 3 1 4 0.499823322016 4
user_8/session_1 9 1 4 1 4 0.525303207663 1
user_8/session_1 5 0 4 1 2 0.778983538016 0
user_8/session_1 3 0 2 1 1 0.701912637232 4
user_8/session_1 3 1 1 1 1 1.15917692358 2
user_8/session_1 7 0 1 -1 -3 0.450788826163 0
user_8/session_1 3 0 -3 1 1 1.24868993249 5
user_8/session_1 3 2 1 1 1 0.863777071477 1
user_8/session_1 5 0 1 1 2 0.647440559222 2
user_8/session_1 7 0 2 -1 -3 0.49920903628 3
user_8/session_1 9 0 -3 1 4 0.441532470577 4
user_8/session_1 9 1 4 1 4 0.441017722297 2
user_8/session_1 7 0 4 1 3 0.540979786199 0
user_8/session_1 3 0 3 1 1 0.62065874766 5
user_8/session_1 3 2 1 1 1 0.327173542879 1
user_8/session_1 5 0 1 1 2 0.761250425904 0
user_8/session_1 3 0 2 1 1 0.625798490834 2
user_8/session_1 7 0 1 1 3 0.817587879277 5
user_8/session_1 7 2 3 -1 -3 0.64273702922 2
user_8/session_1 7 0 -3 1 3 0.740695795882 1
user_8/session_1 5 0 3 1 2 0.743338606802 -1
user_42/session_1 7 0 0 1 3 0.268261906124 2
user_42/session_1 7 0 3 -1 -3 0.191704150544 5
user_42/session_1 7 2 -3 1 3 0.2821965446 3
user_42/session_1 9 0 3 -1 -4 0.261621946152 1
user_42/session_1 5 0 -4 1 2 0.293523880433 4
user_42/session_1 5 1 2 1 2 0.287843213501 1
user_42/session_1 5 0 2 1 2 0.264006899022 0
user_42/session_1 3 0 2 1 1 0.16525059913 5
user_42/session_1 3 2 1 1 1 0.157843057665 3
user_42/session_1 9 0 1 -1 -4 0.175806874207 4
user_42/session_1 9 1 -4 -1 -4 0.174189183321 2
user_42/session_1 7 0 -4 1 3 0.176847868946 1
user_42/session_1 5 0 3 1 2 0.166472370367 0
user_42/session_1 3 0 2 1 1 0.155762651803 4
user_42/session_1 3 1 1 1 1 0.181848345258 1
user_42/session_1 5 0 1 -1 -2 0.127324599123 1
user_42/session_1 5 0 -2 1 2 0.138142483224 3
user_42/session_1 9 0 2 -1 -4 0.183522478224 5
user_42/session_1 9 2 -4 -1 -4 0.134972739309 3
user_42/session_1 9 0 -4 -1 -4 0.152225302455 1
user_42/session_1 5 0 -4 1 2 0.128727021033 0
user_42/session_1 3 0 2 1 1 0.0700726139934 2
user_42/session_1 7 0 1 1 3 0.128107038618 2
user_42/session_1 7 0 3 -1 -3 0.153545163914 4
user_42/session_1 7 1 -3 -1 -3 0.14706402256 -1
user_47/session_1 5 0 0 -1 -2 0.448556712946 2
user_47/session_1 7 0 -2 -1 -3 0.358574946263 4
user_47/session_1 7 1 -3 1 3 0.443957559386 3
user_47/session_1 9 0 3 -1 -4 0.323975066286 2
user_47/session_1 7 0 -4 -1 -3 0.340012116646 1
user_47/session_1 5 0 -3 1 2 0.298487325643 0
user_47/session_1 3 0 2 1 1 0.329522041893 2
user_47/session_1 7 0 1 -1 -3 0.39802889271 3
user_47/session_1 9 0 -3 -1 -4 0.305554310535 5
user_47/session_1 9 2 -4 -1 -4 0.32056911962 3
user_47/session_1 9 0 -4 -1 -4 0.37280984853 4
user_47/session_1 9 1 -4 -1 -4 0.323111013284 1
user_47/session_1 5 0 -4 -1 -2 0.449670602648 1
user_47/session_1 5 0 -2 -1 -2 0.307337188777 0
user_47/session_1 3 0 -2 1 1 0.494598672578 5
user_47/session_1 3 2 1 1 1 0.340044818166 2
user_47/session_1 7 0 1 -1 -3 0.474907360504 3
user_47/session_1 9 0 -3 -1 -4 0.509431439587 2
user_47/session_1 7 0 -4 -1 -3 0.443042158367 1
user_47/session_1 5 0 -3 1 2 0.317060079108 4
user_47/session_1 5 1 2 1 2 0.283772552203 0
user_47/session_1 3 0 2 1 1 0.478553760645 4
user_47/session_1 3 1 1 1 1 0.395731493542 3
user_47/session_1 9 0 1 -1 -4 0.312731746003 2
user_47/session_1 7 0 -4 -1 -3 0.385431172574 -1
user_18/session_1 3 0 0 1 1 0.343883667528 1
user_18/session_1 5 0 1 1 2 0.427314015269 2
user_18/session_1 7 0 2 1 3 0.322938148495 3
user_18/session_1 9 0 3 -1 -4 0.335499300607 4
user_18/session_1 9 1 -4 -1 -4 0.21819348663 2
user_18/session_1 7 0 -4 -1 -3 0.394236326739 0
user_18/session_1 3 0 -3 1 1 0.256770791494 5
user_18/session_1 3 2 1 1 1 0.227169637821 1
user_18/session_1 5 0 1 -1 -2 0.296578666479 4
user_18/session_1 5 1 -2 1 2 0.143035236558 1
user_18/session_1 5 0 2 1 2 0.279425892829 0
user_18/session_1 3 0 2 1 1 0.45994663362 5
user_18/session_1 3 2 1 1 1 0.189103100146 2
user_18/session_1 7 0 1 1 3 0.283757318412 3
user_18/session_1 9 0 3 1 4 0.43400087323 5
user_18/session_1 9 2 4 -1 -4 0.156857279164 1
user_18/session_1 5 0 -4 1 2 0.371719007719 2
user_18/session_1 7 0 2 1 3 0.342185163388 3
user_18/session_1 9 0 3 -1 -4 0.342514504794 4
user_18/session_1 9 1 -4 -1 -4 0.299047202802 2
user_18/session_1 7 0 -4 -1 -3 0.338029620049 1
user_18/session_1 5 0 -3 1 2 0.303915392844 5
user_18/session_1 5 2 2 1 2 0.294291447922 1
user_18/session_1 5 0 2 1 2 0.321668575954 2
user_18/session_1 7 0 2 1 3 0.453553705833 -1
user_66/session_1 3 0 0 1 1 0.243009017121 1
user_66/session_1 5 0 1 1 2 0.377588882399 2
user_66/session_1 7 0 2 -1 -3 0.223633414513 5
user_66/session_1 7 2 -3 -1 -3 0.261783748181 1
user_66/session_1 5 0 -3 1 2 0.216630123505 0
user_66/session_1 3 0 2 1 1 0.332034915798 4
user_66/session_1 3 1 1 1 1 0.2235846762 2
user_66/session_1 7 0 1 -1 -3 0.386852378586 3
user_66/session_1 9 0 -3 -1 -4 0.248746540628 5
user_66/session_1 9 2 -4 1 4 0.334020779256 3
user_66/session_1 9 0 4 -1 -4 0.312488243558 1
user_66/session_1 5 0 -4 1 2 0.175461102702 5
user_66/session_1 5 2 2 1 2 0.350228588031 0
user_66/session_1 3 0 2 1 1 0.213368695497 4
user_66/session_1 3 1 1 1 1 0.312130561128 2
user_66/session_1 7 0 1 1 3 0.281353934924 5
user_66/session_1 7 2 3 1 3 0.194727214526 2
user_66/session_1 7 0 3 1 3 0.204920111438 3
user_66/session_1 9 0 3 1 4 0.192859594674 2
user_66/session_1 7 0 4 1 3 0.205818006073 1
user_66/session_1 5 0 3 1 2 0.224795062112 4
user_66/session_1 5 1 2 1 2 0.259213745581 3
user_66/session_1 9 0 2 -1 -4 0.160020917045 2
user_66/session_1 7 0 -4 1 3 0.21662110988 3
user_66/session_1 9 0 3 -1 -4 0.266874543342 -1
user_63/session_1 7 0 0 1 3 0.410493320643 3
user_63/session_1 9 0 3 1 4 0.32685345752 4
user_63/session_1 9 1 4 -1 -4 0.410389609209 1
user_63/session_1 5 0 -4 1 2 0.356730710469 1
user_63/session_1 5 0 2 1 2 0.467170506106 0
user_63/session_1 3 0 2 1 1 0.442010625541 5
user_63/session_1 3 2 1 1 1 0.374336453458 2
user_63/session_1 7 0 1 -1 -3 0.346573398416 1
user_63/session_1 5 0 -3 1 2 0.266121195957 0
user_63/session_1 3 0 2 1 1 0.405456200174 4
user_63/session_1 3 1 1 1 1 0.339854472835 1
user_63/session_1 5 0 1 1 2 0.273150659765 5
user_63/session_1 5 2 2 1 2 0.36067153414 2
user_63/session_1 7 0 2 1 3 0.299668311454 3
user_63/session_1 9 0 3 1 4 0.333104555822 4
user_63/session_1 9 1 4 -1 -4 0.372299210734 3
user_63/session_1 9 0 -4 1 4 0.283643674519 2
user_63/session_1 7 0 4 -1 -3 0.339275631128 2
user_63/session_1 7 0 -3 -1 -3 0.308925312877 1
user_63/session_1 5 0 -3 1 2 0.184209723203 5
user_63/session_1 5 2 2 1 2 0.353473205779 2
user_63/session_1 7 0 2 1 3 0.348364088712 0
user_63/session_1 3 0 3 1 1 0.20435880618 4
user_63/session_1 3 1 1 1 1 0.24804872721 1
user_63/session_1 5 0 1 1 2 0.241047138559 -1
user_6/session_1 7 0 0 -1 -3 1.24796162037 3
user_6/session_1 9 0 -3 1 4 1.51188402864 4
user_6/session_1 9 1 4 1 4 1.17963676597 1
user_6/session_1 5 0 4 -1 -2 0.988757208529 1
user_6/session_1 5 0 -2 1 2 0.986643903397 0
user_6/session_1 3 0 2 1 1 1.03821739011 5
user_6/session_1 3 2 1 1 1 0.919066026562 2
user_6/session_1 7 0 1 1 3 1.05941980855 1
user_6/session_1 5 0 3 1 2 1.01591258712 0
user_6/session_1 3 0 2 1 1 0.731222808181 4
user_6/session_1 3 1 1 1 1 0.928179127945 1
user_6/session_1 5 0 1 1 2 0.935153960585 5
user_6/session_1 5 2 2 1 2 0.784244128971 2
user_6/session_1 7 0 2 1 3 1.39499947287 3
user_6/session_1 9 0 3 -1 -4 0.736921562961 4
user_6/session_1 9 1 -4 -1 -4 1.05292788043 3
user_6/session_1 9 0 -4 -1 -4 1.71365163521 2
user_6/session_1 7 0 -4 -1 -3 0.754728689533 2
user_6/session_1 7 0 -3 -1 -3 0.851536322009 1
user_6/session_1 5 0 -3 1 2 0.994619895947 5
user_6/session_1 5 2 2 1 2 0.864307988494 2
user_6/session_1 7 0 2 1 3 0.946745571335 0
user_6/session_1 3 0 3 1 1 0.608237578672 4
user_6/session_1 3 1 1 1 1 1.0061459885 1
user_6/session_1 5 0 1 1 2 1.77717664732 -1
user_16/session_1 3 0 0 1 1 0.452022677976 1
user_16/session_1 5 0 1 -1 -2 0.307736971545 2
user_16/session_1 7 0 -2 -1 -3 0.418178890881 4
user_16/session_1 7 1 -3 -1 -3 0.352800633921 2
user_16/session_1 7 0 -3 -1 -3 1.13275833068 3
user_16/session_1 9 0 -3 -1 -4 0.576618576745 5
user_16/session_1 9 2 -4 -1 -4 0.691003893611 1
user_16/session_1 5 0 -4 1 2 0.438949135153 4
user_16/session_1 5 1 2 1 2 0.382635337417 0
user_16/session_1 3 0 2 1 1 0.195073836573 0
user_16/session_1 3 0 1 1 1 0.250361402636 2
user_16/session_1 7 0 1 -1 -3 0.246735011633 4
user_16/session_1 7 1 -3 -1 -3 0.332130224273 3
user_16/session_1 9 0 -3 -1 -4 0.371585401923 5
user_16/session_1 9 2 -4 -1 -4 0.600926258974 2
user_16/session_1 7 0 -4 -1 -3 0.368058930615 1
user_16/session_1 5 0 -3 1 2 0.424734557116 4
user_16/session_1 5 1 2 1 2 0.426041074896 0
user_16/session_1 3 0 2 1 1 0.400092246346 1
user_16/session_1 5 0 1 -1 -2 0.299041920895 3
user_16/session_1 9 0 -2 -1 -4 0.361038909023 5
user_16/session_1 9 2 -4 -1 -4 0.41931720961 4
user_16/session_1 9 1 -4 -1 -4 0.500141283427 1
user_16/session_1 5 0 -4 1 2 0.403460354827 0
user_16/session_1 3 0 2 1 1 0.24240290176 -1
user_24/session_1 5 0 0 1 2 0.226872824425 0
user_24/session_1 3 0 2 1 1 0.322130114554 1
user_24/session_1 5 0 1 1 2 0.219074723495 5
user_24/session_1 5 2 2 1 2 0.217937464211 2
user_24/session_1 7 0 2 1 3 0.279937338375 3
user_24/session_1 9 0 3 -1 -4 0.456757825761 2
user_24/session_1 7 0 -4 1 3 0.223644858112 5
user_24/session_1 7 2 3 -1 -3 0.33803959141 1
user_24/session_1 5 0 -3 1 2 0.189874414221 0
user_24/session_1 3 0 2 1 1 0.211699742024 4
user_24/session_1 3 1 1 1 1 0.247590600368 1
user_24/session_1 5 0 1 1 2 0.321177560708 5
user_24/session_1 5 2 2 1 2 0.189977643593 2
user_24/session_1 7 0 2 1 3 0.313503825588 1
user_24/session_1 5 0 3 1 2 0.300689422583 0
user_24/session_1 3 0 2 1 1 0.28356565229 5
user_24/session_1 3 2 1 1 1 0.369354304555 2
user_24/session_1 7 0 1 1 3 0.206454646485 3
user_24/session_1 9 0 3 -1 -4 0.268775238569 4
user_24/session_1 9 1 -4 1 4 0.287033732875 2
user_24/session_1 7 0 4 -1 -3 0.419093616149 3
user_24/session_1 9 0 -3 1 4 0.215772505095 2
user_24/session_1 7 0 4 1 3 0.283233950602 4
user_24/session_1 7 1 3 1 3 0.16672641409 1
user_24/session_1 5 0 3 1 2 0.407528643978 -1
user_52/session_1 7 0 0 1 3 0.2465751227 3
user_52/session_1 9 0 3 -1 -4 0.161322562686 5
user_52/session_1 9 2 -4 -1 -4 0.159276501204 3
user_52/session_1 9 0 -4 -1 -4 0.175633209482 1
user_52/session_1 5 0 -4 -1 -2 0.283479380423 0
user_52/session_1 3 0 -2 1 1 0.227239553251 4
user_52/session_1 3 1 1 1 1 0.352944878384 1
user_52/session_1 5 0 1 1 2 0.292218923777 0
user_52/session_1 3 0 2 1 1 0.220043153552 4
user_52/session_1 3 1 1 1 1 0.288408918108 1
user_52/session_1 5 0 1 1 2 0.298017142188 2
user_52/session_1 7 0 2 -1 -3 0.248823706972 2
user_52/session_1 7 0 -3 1 3 0.270913460203 5
user_52/session_1 7 2 3 1 3 0.219291757376 1
user_52/session_1 5 0 3 1 2 0.211105586594 2
user_52/session_1 7 0 2 -1 -3 0.27643060164 4
user_52/session_1 7 1 -3 1 3 0.252518406705 3
user_52/session_1 9 0 3 -1 -4 0.235770383787 2
user_52/session_1 7 0 -4 1 3 0.213441973921 5
user_52/session_1 7 2 3 -1 -3 0.248067719154 2
user_52/session_1 7 0 -3 -1 -3 0.24983516189 1
user_52/session_1 5 0 -3 1 2 0.250398042029 0
user_52/session_1 3 0 2 1 1 0.220707900579 4
user_52/session_1 3 1 1 1 1 0.258659490139 2
user_52/session_1 7 0 1 -1 -3 0.264048807375 -1
user_15/session_1 5 0 0 1 2 0.271604266614 0
user_15/session_1 3 0 2 1 1 0.129681855625 1
user_15/session_1 5 0 1 1 2 0.205241678633 5
user_15/session_1 5 2 2 1 2 0.189785850141 2
user_15/session_1 7 0 2 1 3 0.16150390748 3
user_15/session_1 9 0 3 -1 -4 0.260586822142 2
user_15/session_1 7 0 -4 1 3 0.345251469269 5
user_15/session_1 7 2 3 -1 -3 0.267912872439 1
user_15/session_1 5 0 -3 1 2 0.180675941282 0
user_15/session_1 3 0 2 1 1 0.218211378189 4
user_15/session_1 3 1 1 1 1 0.306297517906 1
user_15/session_1 5 0 1 1 2 0.243626954819 5
user_15/session_1 5 2 2 1 2 0.210022742339 2
user_15/session_1 7 0 2 1 3 0.223845540846 1
user_15/session_1 5 0 3 1 2 0.389952247714 0
user_15/session_1 3 0 2 1 1 0.230355590007 5
user_15/session_1 3 2 1 1 1 0.22367128626 2
user_15/session_1 7 0 1 -1 -3 0.271036705522 3
user_15/session_1 9 0 -3 -1 -4 0.276096163531 4
user_15/session_1 9 1 -4 -1 -4 0.191257644651 2
user_15/session_1 7 0 -4 1 3 0.194364430198 3
user_15/session_1 9 0 3 1 4 0.244080898883 2
user_15/session_1 7 0 4 1 3 0.228791164396 4
user_15/session_1 7 1 3 -1 -3 0.345028726609 1
user_15/session_1 5 0 -3 1 2 0.250061669541 -1
user_41/session_1 7 0 0 -1 -3 0.188535172163 2
user_41/session_1 7 0 -3 -1 -3 0.192106676235 5
user_41/session_1 7 2 -3 -1 -3 0.200889674849 3
user_41/session_1 9 0 -3 -1 -4 0.251061978981 1
user_41/session_1 5 0 -4 1 2 0.242204247022 4
user_41/session_1 5 1 2 -1 -2 0.198330977795 1
user_41/session_1 5 0 -2 1 2 0.186527416465 0
user_41/session_1 3 0 2 -1 -1 0.281942000674 5
user_41/session_1 3 2 -1 1 1 0.176361461946 3
user_41/session_1 9 0 1 -1 -4 0.219029844662 4
user_41/session_1 9 1 -4 -1 -4 0.212658575659 2
user_41/session_1 7 0 -4 1 3 0.217548581948 1
user_41/session_1 5 0 3 1 2 0.255331359292 0
user_41/session_1 3 0 2 1 1 0.265060117322 4
user_41/session_1 3 1 1 1 1 0.249804297718 1
user_41/session_1 5 0 1 1 2 0.221884273816 1
user_41/session_1 5 0 2 1 2 0.257202655379 3
user_41/session_1 9 0 2 1 4 0.238294218429 5
user_41/session_1 9 2 4 -1 -4 0.250365387547 3
user_41/session_1 9 0 -4 -1 -4 0.222929233244 1
user_41/session_1 5 0 -4 1 2 0.207213406651 0
user_41/session_1 3 0 2 1 1 0.232296652107 2
user_41/session_1 7 0 1 1 3 0.186280350718 2
